"","REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE","SURVEY","SurveyCode","MilSortCode","BleachingPresAbs"
"258","FLK","2400",2976,2010,2,8,"CONT_LR","FMLR",NA,NA,25.6722,-80.0902,2015092,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,21.9816273733596,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-2-8-2400","2010-2-8-2400-2976",1
"259","FLK","2681",2992,2010,8,11,"ISOL_MR","MCPR",NA,NA,25.45407,-80.14957,1982876,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,10.8267718425197,10.8267718425197,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-11-2681","2010-8-11-2681-2992",1
"260","FLK","2684",2998,2010,8,11,"ISOL_MR","MCPR",NA,NA,25.44862,-80.14564,1981757,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,14.76378,14.76378,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-11-2684","2010-8-11-2684-2998",1
"261","FLK","2689",3004,2010,8,11,"ISOL_MR","MCPR",NA,NA,25.45941,-80.137,1983832,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,12.7952763116798,12.7952763116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-11-2689","2010-8-11-2689-3004",1
"262","FLK","2702",3022,2010,8,11,"ISOL_LR","OFPR",NA,NA,25.53095,-80.1153,1995669,"Biscayne",12,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,21.9816273733596,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-11-2702","2010-8-11-2702-3022",1
"263","FLK","2713",3035,2010,8,11,"CONT_LR","OFPR",NA,NA,25.67588,-80.09818,2015524,"Biscayne",12,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,19.0288726266404,19.0288726266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-11-2713","2010-8-11-2713-3035",1
"264","FLK","2678",2990,2010,8,16,"ISOL_MR","MCPR",NA,NA,25.37108,-80.16606,1965206,"Biscayne",12,"Mid Channel",2,"BISC_SRZ",28,NA,1,NA,29.85564525,30.83989475,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-16-2678","2010-8-16-2678-2990",1
"265","FLK","2683",2996,2010,8,16,"ISOL_MR","MCPR",NA,NA,25.38754,-80.15057,1969215,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,29.85564525,29.85564525,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-16-2683","2010-8-16-2683-2996",1
"266","FLK","2686",3000,2010,8,16,"ISOL_MR","MCPR",NA,NA,25.41525,-80.14058,1975585,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,28.8713926266404,30.83989475,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-16-2686","2010-8-16-2686-3000",1
"267","FLK","2693",3012,2010,8,16,"SPGR_LR","FSLR",NA,NA,25.43326,-80.12383,1979114,"Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,9.84252,9.84252,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-16-2693","2010-8-16-2693-3012",1
"268","FLK","2698",3018,2010,8,16,"SPGR_HR","HRRF",NA,NA,25.40519,-80.13003,1973510,"Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,18.04462,18.04462,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-16-2698","2010-8-16-2698-3018",0
"269","FLK","2673",2984,2010,8,18,"ISOL_MR","INPR",NA,NA,25.456,-80.17144,1983170,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,NA,11.8110236883202,11.8110236883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2673","2010-8-18-2673-2984",1
"270","FLK","2676",2988,2010,8,18,"ISOL_MR","MCPR",NA,NA,25.36758,-80.18596,1964284,"Biscayne",12,"Mid Channel",2,"BISC_SRZ",28,NA,1,NA,8.85826815748032,11.8110236883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2676","2010-8-18-2676-2988",1
"271","FLK","2690",3006,2010,8,18,"ISOL_MR","FMLR",NA,NA,25.33754,-80.15338,1956378,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,28.8713926266404,29.85564525,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2690","2010-8-18-2690-3006",1
"272","FLK","2691",3008,2010,8,18,"CONT_LR","FMLR",NA,NA,25.34694,-80.14992,1959014,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,25.9186363116798,25.9186363116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2691","2010-8-18-2691-3008",1
"273","FLK","2697",3016,2010,8,18,"SPGR_HR","HRRF",NA,NA,25.37094,-80.14022,1965231,"Biscayne",12,"Forereef",4,"BISC_MRZ",27,NA,1,NA,15.7480326266404,15.7480326266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2697","2010-8-18-2697-3016",1
"274","FLK","2700",3020,2010,8,18,"ISOL_MR","FMLR",NA,NA,25.35758,-80.14803,1961816,"Biscayne",12,"Forereef",4,"BISC_SRZ",28,NA,1,NA,32.8084,33.7926526233596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2700","2010-8-18-2700-3020",0
"275","SEFCRI","2744",2844,2010,8,18,"SPGR","OFFR1",1,NA,25.89615,-80.08853,470438,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,50.85302,57.0866147532808,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2744","2010-8-18-2744-2844",1
"276","SEFCRI","2957",2854,2010,8,18,"LIRM","MIDR0",0,NA,25.88898,-80.09505,473055,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,56.1023652467192,56.1023652467192,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-18-2957","2010-8-18-2957-2854",1
"277","FLK","2704",3024,2010,8,25,"SPGR_LR","FMLR",NA,NA,25.47997,-80.10805,1987295,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,40.6824147532808,40.6824147532808,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-25-2704","2010-8-25-2704-3024",0
"278","FLK","2707",3031,2010,8,25,"SPGR_LR","FMLR",NA,NA,25.56847,-80.09518,2001015,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,39.6981652467192,39.6981652467192,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-25-2707","2010-8-25-2707-3031",1
"279","FLK","2709",3033,2010,8,25,"SPGR_HR","HRRF",NA,NA,25.58738,-80.09487,2003591,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,24.9343836883202,24.9343836883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-25-2709","2010-8-25-2709-3033",1
"280","FLK","2682",2994,2010,8,27,"ISOL_MR","MCPR",NA,NA,25.44568,-80.15078,1981266,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,13.7795273733596,15.7480326266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-27-2682","2010-8-27-2682-2994",1
"281","FLK","2688",3002,2010,8,27,"ISOL_MR","MCPR",NA,NA,25.5172,-80.13719,1993481,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,21.9816273733596,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-27-2688","2010-8-27-2688-3002",1
"282","FLK","2696",3014,2010,8,27,"CONT_LR","FSLR",NA,NA,25.55676,-80.10903,1999374,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,15.7480326266404,18.04462,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-27-2696","2010-8-27-2696-3014",1
"283","FLK","2705",3026,2010,8,27,"CONT_LR","FMLR",NA,NA,25.66505,-80.09827,2014191,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,32.8084,32.8084,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-27-2705","2010-8-27-2705-3026",0
"284","FLK","2706",3028,2010,8,27,"CONT_LR","FMLR",NA,NA,25.64158,-80.09844,2011164,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,22.96588,22.96588,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-8-27-2706","2010-8-27-2706-3028",1
"285","FLK","2672",2982,2010,9,3,"ISOL_MR","INPR",NA,NA,25.33325,-80.21851,1955097,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,NA,11.8110236883202,11.8110236883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-3-2672","2010-9-3-2672-2982",1
"286","FLK","2675",2986,2010,9,3,"ISOL_MR","OFPR",NA,NA,25.30627,-80.20227,1947739,"Biscayne",12,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,14.76378,14.76378,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-3-2675","2010-9-3-2675-2986",1
"287","FLK","2692",3010,2010,9,3,"CONT_LR","OFPR",NA,NA,25.32789,-80.18027,1953903,"Biscayne",12,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,10.8267718425197,10.8267718425197,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-3-2692","2010-9-3-2692-3010",1
"288","SEFCRI","2733",2839,2010,9,3,"RGSH","NEAR0",0,NA,25.7915,-80.0973,508478,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,40.0262473766404,41.0105,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-3-2733","2010-9-3-2733-2839",1
"289","SEFCRI","2956",2852,2010,9,8,"LIRO","OFFR0",0,NA,25.83398,-80.08887,493070,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,59.05512,59.05512,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-8-2956","2010-9-8-2956-2852",1
"290","SEFCRI","2730",2842,2010,9,10,"LIRI","INNR0",0,NA,25.84207,-80.10491,490430,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,23.9501326266404,23.9501326266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-10-2730","2010-9-10-2730-2842",1
"291","SEFCRI","2740",2843,2010,9,10,"LIRM","MIDR0",0,NA,25.84201,-80.09493,490440,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,46.9160126233596,46.9160126233596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-10-2740","2010-9-10-2740-2843",1
"292","SEFCRI","2955",2850,2010,9,10,"SPGR","OFFR1",1,NA,25.84377,-80.08717,489463,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,54.13386,57.0866147532808,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2010-9-10-2955","2010-9-10-2955-2850",1
"293","FLK","3160",3430,2011,8,8,"CONT_LR","FSLR",NA,NA,25.50445,-80.11937,1991454,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,17.0603673733596,17.0603673733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-8-3160","2011-8-8-3160-3430",0
"294","FLK","3161",3429,2011,8,8,"ISOL_MR","MCPR",NA,NA,25.5244,-80.13316,1994583,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,12.1391081574803,25.9186363116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-8-3161","2011-8-8-3161-3429",0
"295","FLK","3163",3432,2011,8,8,"CONT_LR","FSLR",NA,NA,25.54049,-80.10517,1997110,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,16.0761163116798,16.0761163116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-8-3163","2011-8-8-3163-3432",1
"296","FLK","3168",3341,2011,8,8,"SPGR_HR","HRRF",NA,NA,25.5892,-80.09685,2003829,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,9.84252,9.84252,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-8-3168","2011-8-8-3168-3341",1
"297","SEFCRI","3172",3115,2011,8,9,"LIRI","INNR0",0,NA,25.79685,-80.0955,506839,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,41.0105,41.0105,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3172","2011-8-9-3172-3115",1
"298","SEFCRI","3173",3114,2011,8,9,"LIRI","INNR0",0,NA,25.79867,-80.0954,506183,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,41.9947526233596,41.9947526233596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3173","2011-8-9-3173-3114",1
"299","SEFCRI","3174",3112,2011,8,9,"LIRI","INNR0",0,NA,25.83122,-80.101,494042,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,29.85564525,29.85564525,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3174","2011-8-9-3174-3112",1
"300","SEFCRI","3176",3106,2011,8,9,"CPDP","OFFR1",1,NA,25.84378,-80.08893,489462,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,61.0236252467192,62.0078747532808,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3176","2011-8-9-3176-3106",0
"301","SEFCRI","3177",3105,2011,8,9,"CPDP","OFFR0",0,NA,25.84558,-80.0889,489134,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,58.0708704934384,58.0708704934384,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3177","2011-8-9-3177-3105",1
"302","SEFCRI","3178",3104,2011,8,9,"SPGR","OFFR1",1,NA,25.84738,-80.0869,488152,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,64.9606295065616,69.8818895065616,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3178","2011-8-9-3178-3104",1
"303","SEFCRI","3179",3102,2011,8,9,"LIRO","OFFR1",1,NA,25.8492,-80.0886,487494,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,57.0866147532808,58.0708704934384,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3179","2011-8-9-3179-3102",1
"304","SEFCRI","3180",3101,2011,8,9,"LIRM","MIDR0",0,NA,25.84918,-80.09188,487819,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,53.1496104934384,56.1023652467192,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3180","2011-8-9-3180-3101",1
"305","SEFCRI","3181",3100,2011,8,9,"LIRM","MIDR1",1,NA,25.85103,-80.0917,486835,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,55.1181095065616,56.1023652467192,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-9-3181","2011-8-9-3181-3100",1
"306","FLK","3164",3464,2011,8,11,"SPGR_LR","FSLR",NA,NA,25.54409,-80.10316,1997615,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,16.0761163116798,17.0603673733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-11-3164","2011-8-11-3164-3464",0
"307","FLK","3165",3465,2011,8,11,"CONT_LR","FSLR",NA,NA,25.56764,-80.11493,2000871,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,13.12336,17.0603673733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-11-3165","2011-8-11-3165-3465",0
"308","FLK","3167",3470,2011,8,11,"SPGR_LR","FSLR",NA,NA,25.58017,-80.09691,2002614,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,14.1076126266404,15.0918636883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-11-3167","2011-8-11-3167-3470",0
"309","FLK","3171",3122,2011,8,11,"CONT_LR","FMLR",NA,NA,25.71587,-80.0998,2020364,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,18.04462,19.0288726266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-11-3171","2011-8-11-3171-3122",1
"310","FLK","3377",3469,2011,8,11,"CONT_LR","FSLR",NA,NA,25.57846,-80.11286,2002353,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,9.84252,9.84252,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-11-3377","2011-8-11-3377-3469",0
"311","FLK","3158",3423,2011,8,15,"SPGR_LR","FSLR",NA,NA,25.47733,-80.1136,1986981,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,9.84252,11.1548563116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-15-3158","2011-8-15-3158-3423",0
"312","FLK","3159",3419,2011,8,15,"ISOL_MR","MCPR",NA,NA,25.49373,-80.13736,1989735,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,17.0603673733596,17.0603673733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-15-3159","2011-8-15-3159-3419",1
"313","FLK","3162",3421,2011,8,15,"ISOL_MR","MCPR",NA,NA,25.53072,-80.14084,1995512,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,20.0131236883202,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-15-3162","2011-8-15-3162-3421",1
"314","FLK","3170",3139,2011,8,15,"CONT_LR","FMLR",NA,NA,25.65602,-80.09735,2013142,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,21.9816273733596,23.9501326266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-15-3170","2011-8-15-3170-3139",1
"315","FLK","3372",3422,2011,8,15,"ISOL_MR","MCPR",NA,NA,25.50817,-80.13725,1992044,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,17.0603673733596,20.9973763116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-15-3372","2011-8-15-3372-3422",0
"316","FLK","3150",3461,2011,8,16,"ISOL_MR","INPR",NA,NA,25.44165,-80.18944,1980566,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,NA,9.84252,9.84252,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-16-3150","2011-8-16-3150-3461",1
"317","FLK","3152",3463,2011,8,16,"ISOL_MR","MCPR",NA,NA,25.4469,-80.15957,1981582,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,8.85826815748032,8.85826815748032,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-16-3152","2011-8-16-3152-3463",1
"318","FLK","3153",3433,2011,8,16,"ISOL_MR","MCPR",NA,NA,25.45225,-80.1476,1982557,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,15.0918636883202,15.0918636883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-16-3153","2011-8-16-3153-3433",1
"319","FLK","3438",3355,2011,8,16,"ISOL_MR","MCPR",NA,NA,25.40729,-80.15006,1973899,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,12.1391081574803,14.1076126266404,10,"ACR CERV","Acropora cervicornis",1,0,60,60,25,0,25,"N","A","DRM","2011-8-16-3438","2011-8-16-3438-3355",0
"320","FLK","3444",3411,2011,8,16,"ISOL_MR","MCPR",NA,NA,25.41615,-80.15183,1975574,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,6.8897636883202,12.1391081574803,10,"ACR CERV","Acropora cervicornis",1,0,35,35,10,0,10,"N","A","DRM","2011-8-16-3444","2011-8-16-3444-3411",1
"321","FLK","3449",3428,2011,8,16,"ISOL_MR","MCPR",NA,NA,25.4228,-80.15904,1976996,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,7.8740163116798,7.8740163116798,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-16-3449","2011-8-16-3449-3428",1
"322","FLK","3452",3437,2011,8,16,"ISOL_MR","MCPR",NA,NA,25.44205,-80.15405,1980601,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,8.85826815748032,8.85826815748032,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-16-3452","2011-8-16-3452-3437",1
"323","FLK","3154",3343,2011,8,17,"CONT_LR","FSLR",NA,NA,25.46298,-80.12962,1984465,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,15.0918636883202,15.0918636883202,10,"ACR CERV","Acropora cervicornis",1,0,110,110,20,0,0,"T","A","DRM","2011-8-17-3154","2011-8-17-3154-3343",1
"324","FLK","3155",3342,2011,8,17,"ISOL_MR","MCPR",NA,NA,25.46845,-80.13953,1985243,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,17.0603673733596,17.0603673733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-17-3155","2011-8-17-3155-3342",1
"325","FLK","3156",3362,2011,8,17,"ISOL_MR","MCPR",NA,NA,25.47215,-80.14883,1986014,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,11.1548563116798,11.1548563116798,10,"ACR CERV","Acropora cervicornis",1,0,15,15,10,0,0,"N","A","DRM","2011-8-17-3156","2011-8-17-3156-3362",1
"326","FLK","3366",3441,2011,8,17,"ISOL_MR","INPR",NA,NA,25.45473,-80.17252,1982852,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,NA,15.0918636883202,18.04462,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-17-3366","2011-8-17-3366-3441",1
"327","FLK","3418",3163,2011,8,17,"ISOL_LR","OFPR",NA,NA,25.47295,-80.13098,1986188,"Biscayne",12,"Offshore Patch Reef",3,"Unprotected",0,NA,0,NA,17.0603673733596,20.0131236883202,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-17-3418","2011-8-17-3418-3163",1
"328","FLK","3454",3443,2011,8,17,"ISOL_MR","MCPR",NA,NA,25.44433,-80.13486,1981118,"Biscayne",12,"Mid Channel",2,"BISC_MRZ",27,NA,1,NA,15.0918636883202,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-17-3454","2011-8-17-3454-3443",1
"329","FLK","3369",3345,2011,8,23,"ISOL_MR","MCPR",NA,NA,25.49369,-80.13139,1989589,"Biscayne",12,"Mid Channel",2,"Unprotected",0,NA,0,NA,14.1076126266404,14.1076126266404,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-23-3369","2011-8-23-3369-3345",1
"330","FLK","3370",3346,2011,8,23,"ISOL_MR","INPR",NA,NA,25.49376,-80.14333,1989577,"Biscayne",12,"Inshore",1,"Unprotected",0,NA,0,NA,7.8740163116798,12.1391081574803,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-23-3370","2011-8-23-3370-3346",1
"331","FLK","3371",3347,2011,8,23,"CONT_LR","FMLR",NA,NA,25.49716,-80.10748,1990386,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,22.96588,22.96588,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-23-3371","2011-8-23-3371-3347",1
"332","FLK","3373",3348,2011,8,23,"CONT_LR","FMLR",NA,NA,25.52067,-80.11328,1994060,"Biscayne",12,"Forereef",4,"Unprotected",0,NA,0,NA,21.9816273733596,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-8-23-3373","2011-8-23-3373-3348",1
"333","SEFCRI","3184",3498,2011,9,23,"RGSH","NEAR0",0,NA,25.87278,-80.10668,479275,"Broward-Miami",13,NA,NA,NA,0,NA,0,NA,20.9973763116798,21.9816273733596,10,"ACR CERV","Acropora cervicornis",0,0,NA,NA,NA,NA,NA,NA,NA,"DRM","2011-9-23-3184","2011-9-23-3184-3498",1
